Serial Number,Title,Organisation,Closing Date,Link
159,[OEM SPARES FOR  VANKOS and COMPANY MAKE HYDRAULIC JACK],Bharat Heavy Electricals Limited||HERP - Varanasi||Purchase,10-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZ8YhFhONfCmxCEs8XFLG3g%3D%3D
160,[Major Overhauling of 20.05 MW GTG 1 Generator at IOCL Haldia Refinery],Bharat Heavy Electricals Limited||HPEP - Hyderabad,13-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sohn%2B0HsIi0v7FJFWiV9NQw%3D%3D
161,[E5253068 SHAFT SEAL],Bharat Heavy Electricals Limited||HEP - Bhopal||Electric Machines||353 - Material MGT - Elect.Machines,13-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SyrI7P53YEegg%2FASyqqKQ5g%3D%3D
162,[Procurement of  CN9075903049 CBL PTFE GREY 600V 1C 0.597SQMM],Bharat Heavy Electricals Limited||EDN - Bangalore,13-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S0ZH8H%2FKJ3YqnK90Msc89FQ%3D%3D
163,[AZELASTINE HCL 140 MCG PLUS FLUTICASONE 50MCG NASAL SPRAY 140 PLUS 50MCG INH],Bharat Heavy Electricals Limited||HEP - Bhopal||Medical||795 - Medical,16-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SiJ419%2FErSqbl8eD6Q2vx3Q%3D%3D
164,[SUPPLY OF MEDICINES],Bharat Heavy Electricals Limited||BHEL Trichy||HUMAN RESOURCE MANAGEMENT,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S1kZbGy8UspsoqHPuFhiQaA%3D%3D
165,[Hiring of Security Services],Bharat Heavy Electricals Limited||IVP - GOINDWAL||MATERIAL MANAGEMENT||IVP MM,11-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SS1NzB9IXOyC4Kc4myBKMKg%3D%3D
166,[E3353038 Spares for Mitsubishi make wire cut EDM],Bharat Heavy Electricals Limited||HEP - Bhopal||Feeders||358 - Material MGT - Divsfn. FDRS and SERVS,13-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SDhPZaQCrj%2BIBAv7xk6pkKg%3D%3D
167,[3159-Contract for Housekeeping Service at 2x660MW Koradi Project for 03 Months],Bharat Heavy Electricals Limited||PSWR||Purchase||PUR||PUR,11-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sah3T5pifCWC3IPmFDCQwZQ%3D%3D
168,[Supply of LRB insulation wool to MEL MAHAN PROJECT SITE],Bharat Heavy Electricals Limited||BHEL Trichy||MM/BOI,15-Sep-2025 05:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Srse0%2B6mQbvhesI%2FwoqbI%2Fg%3D%3D
169,[MTL/TW/25/01/001],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||CMM - CLC||58-Other Consumables Of Mechanical Type Req By WEX,15-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SfOERgssmG0cPLuHcNB7eqg%3D%3D
170,[B COMPLEX PLUS ZINC CAP/TAB],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,16-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SbhAQqDz2MnNW6sMtNA%2FNIQ%3D%3D
171,[ Procurement of 3D AND 2D ANIMATION SOFTWARE  FOR OTS],Bharat Heavy Electricals Limited||EDN - Bangalore,15-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S41izaDrkIUrQFMSIy6XmDw%3D%3D
172,[LACTIC ACID BACILLUS PLUS B. COMPLEX CAP],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,16-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SndFvK9etUJeI%2F344N6mrDw%3D%3D
173,[Supply of Lenord Bauer make spares],Bharat Heavy Electricals Limited||HPEP - Hyderabad||CMM,11-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S2CveIareKP%2FLCY54jaBglg%3D%3D
174,[FOHS PACKAGE PAINTING AND INSULATION WORK],Bharat Heavy Electricals Limited||PSWR||PSWR Sites - Domestic||Site - DOM - Manuguru TSGENCO||Site - DOM - Manuguru TSGENCO,10-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S7tUlHBOjAbspZJfx4FAapw%3D%3D
175,[MESALAZINE 1.2GM (5-AMINO SALICYLIC ACID) TAB],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,16-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S60lYbhVkkTEfCeua3o2emw%3D%3D
176,[VITAMIN B COMPLEX WITH VIT B12 TAB],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,16-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SgAQ7jGvZlajWvxXcG0DV2g%3D%3D
177,[NRJE000143],Bharat Heavy Electricals Limited||EDN - Bangalore,11-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S2Oq8EKjVjEOi6iST37upZw%3D%3D
178,[Rate Contract for Supply of Name Plates],Bharat Heavy Electricals Limited||BHEL Trichy||VALVES/PURCHASE,15-Sep-2025 11:30 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SClYwI%2F819zM3Zz60wK8jUw%3D%3D
179,[Micrometric Telescope],Bharat Heavy Electricals Limited||HEEP-Haridwar||Material Management,25-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SM%2BY1FulXRqMsUSj6RBgLWQ%3D%3D
180,[Krom Schroder-Honeywell make Gas Burner etc-11 Items],Bharat Heavy Electricals Limited||HEP - Bhopal||Feeders||358 - Material MGT - Divsfn. FDRS and SERVS,15-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SPhLUeGFRToqmnMB48hlQqw%3D%3D
181,[SUPPLY OF SILICON RUBBER ROD],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||CMM - CLC||59-Other Consumables Of Electrical Type Req By WEX,15-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2FRoun16sJ4zYIA6Xs1jHrg%3D%3D
182,"[Works contract for manufacturing activities at LMM Shop, BHEL Jhansi]",Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||CMM - CLC||79 - Factory Civil Items,15-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sw99H2%2BjI5UkWENko9y2XnQ%3D%3D
183,[SHIELD N INSULATION ITEMS],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SxYINDI7PPI33NENrfXOAOQ%3D%3D
184,[SUPPLY OF EJECTOR ASLY WITH SILENCER ],Bharat Heavy Electricals Limited||HPEP - Hyderabad||HE and Fab||Common Section,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S48NM8tbk3a037%2FCwshBVng%3D%3D
185,[DIA 320 TWIN ROLLER ASSLY],Bharat Heavy Electricals Limited||HERP - Varanasi||Purchase,15-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SYyB7Vnw%2FoExKXImtew07FA%3D%3D
186,[ANGE000066],Bharat Heavy Electricals Limited||EDN - Bangalore,15-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SFn5iZlcIVn8lxWNMX2vuKQ%3D%3D
187,[Miscellaneous tiling and aluminium work inside factory area],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||CMM - CLC||79 - Factory Civil Items,15-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SM3nKgJiLElIs1Ih5Tb9Xrg%3D%3D
188,[SUPPLY OF NITRILE RUBBER CORD],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||CMM - CLC||59-Other Consumables Of Electrical Type Req By WEX,15-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SUryqxIDSkhF4fpxzJZOm2w%3D%3D
189,[ANGE000067],Bharat Heavy Electricals Limited||EDN - Bangalore,15-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SXd4tjEQLRkkR7U8ot4JfhA%3D%3D
190,"[Rate contract for supply of LS Box, Transmitter Cover and S-Hook]",Bharat Heavy Electricals Limited||BHEL Trichy||VALVES/PURCHASE,15-Sep-2025 11:30 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SVEf2832C96xVFX1GwOjkew%3D%3D
191,"[Fabrication and supply of Column, Auto weld and General Fabrication for DVC Raghunathpur Projects with Vendors Material (OVM)]",Bharat Heavy Electricals Limited||BHEL Trichy||OUTSOURCING/BHEL MATL,12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SYLIZBcKl1WQoAq0tGUn3KA%3D%3D
192,[E54250026 REV-01 ],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||Central Material Management||71 - Capital Items,11-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SFB0QNyXP3ldnSstKK6rrww%3D%3D
193,[E4653097/ RC for CONTACTORS and ADD ON ITEMS (14 ITEMS)	],Bharat Heavy Electricals Limited||HEP - Bhopal||Switchgear Controlgear Rectifier||357 - Material MGT - Swgr. Contgr. and Rectr.,16-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SnXMzJkMzrvhhU%2BZUyT3AyQ%3D%3D
194,[KETOCONAZOLE (2PERCENT) CREAM (30GM/TUBE)],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,16-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SCBzK4Mjf4tz9xejodCPMrw%3D%3D
195,[Enquiry for CAN/Modbus TCP Slave-Converter],Bharat Heavy Electricals Limited||CORPORATE R and D||MM,15-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SDkzBIQjSeVqoY5b%2Flrbq6Q%3D%3D
196,[TCX/TW/25/13],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||CMM - CLC||58-Other Consumables Of Mechanical Type Req By WEX,15-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SNOyWOq1rqs9f6%2BS6Q3utAQ%3D%3D
197,"[Hiring the HSE services by safety officer for the 525 TPD standby SRU Project, IOCL Paradip, Odisha.]",Bharat Heavy Electricals Limited||PE - SD Hyderabad||Common Department||Common Section,15-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SJ5uyR5sMvbAi0zo6%2FBtitA%3D%3D
198,[FF/SC/25082/202500992],Bharat Heavy Electricals Limited||CFFP - Haridwar||SUB CONTRACTING,15-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S0GkOWsr1RZNb82%2FGbFXjxw%3D%3D
199,[PRIME AND BOND (DENTAL ADHESIVE LIQUID) 4 TO 4.5 ML],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,16-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SfG64debrDeUa2vmhAn7OIw%3D%3D
200,[RATE CONTRACT FOR PROCUREMENT OF FRP TUBE],Bharat Heavy Electricals Limited||EPD - Bangalore||MM,15-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SnLfTPkn8C01stZRZ9Jixkg%3D%3D
201,[E5153174 RATE CONTRACT FOR SUPPLY OF TM4605/TM4601 EARTHING CABLE ASSY ],Bharat Heavy Electricals Limited||HEP - Bhopal||Transportation||354 - Material MGT-Tract. Machines,15-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sle95MewmtgETIwhz8jeX%2FA%3D%3D
202,[B7B1Y36834],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 01:05 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SaVy4mG5hCOJP86DQREDdhw%3D%3D
203,[ANGE000068],Bharat Heavy Electricals Limited||EDN - Bangalore,15-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SbCigF6P7YUFyInYyPefXnA%3D%3D
204,[ANGE000069],Bharat Heavy Electricals Limited||EDN - Bangalore,15-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SmDBu4NSBHE8uaKt3PB4GKQ%3D%3D
205,[MPI machine],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SuGuBfEaTz9cq46tcEtElfQ%3D%3D
206,[HDL DIRECT (WITH CALIBRATOR (R1 120ML PLUS R2 40ML)],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,16-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S0FYmpsIPiKsF7mXRKzS1yQ%3D%3D
207,"[Renovation of office cabins, enclosures, partitions, windows etc. inside factory area]",Bharat Heavy Electricals Limited||HEP - Bhopal,16-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SNcAVSN3NujjA58Kj312s8A%3D%3D
208,[SPARE PARTS FOR NOX ANALYSER],Bharat Heavy Electricals Limited||EPD - Bangalore||MM||COMMON SECTION,10-Sep-2025 02:05 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SpAmM9cAnmoGHcd2JIzHCCQ%3D%3D
209,[ANGE000070],Bharat Heavy Electricals Limited||EDN - Bangalore,15-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoKdaPOwG3IyZQHyATaoHvQ%3D%3D
210,[OTI/WTI/RTD],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||Central Material Management||74 - Information Technology Items,15-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SPE9vtqRHxS97Cgei21MUjQ%3D%3D
211,[HYDROXYPROPYL METHYLCELLULOSE 0.3 PERCENT TUBE],Bharat Heavy Electricals Limited||HEP - Bhopal||Medical||795 - Medical,11-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sz0f2l21g0WPESUW8a87vfQ%3D%3D
212,[WINDING WIRE FLAT FL CU FO 13 CR SIZE 4 X 2 BARE  AND  4.23X2.23 MM INSULATED TO 4TMS096099ALT02],Bharat Heavy Electricals Limited||HEP - Bhopal||Feeders||358 - Material MGT - Divsfn. FDRS and SERVS,15-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SWShgeDYHvoKJCH4%2FVAzVqw%3D%3D
213,[Works Contract for Engaging an Exclusive Agency for Conical Rolling of Hopper sections of Adani Mirzapur and NTPC LARA],Bharat Heavy Electricals Limited||HPVP - Vaizag||OUTSOURCING - WP,15-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZtLdhYqtJAlNmEKL%2FIljcQ%3D%3D
214,[3 KVA UPS with battery],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SY1BPKpL64OL1FMvDty21Fg%3D%3D
215,[Various types of BUSHING Machining for QCNRV Valve Assy. ENVQN4569.],Bharat Heavy Electricals Limited||BHEL Trichy||VALVES/SUB-CONTRACTING,10-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sfmav9PeQe8JZDrA1K4V7zw%3D%3D
216,[JAW1 FOR 9E ROTOR BLADE STG789],Bharat Heavy Electricals Limited||HPEP - Hyderabad||Gas Turbine||Common Section,15-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sc8L4waqEDKpbeLq23hfTVQ%3D%3D
217,[ONLY MACHINING OF DABG ITEMS],Bharat Heavy Electricals Limited||HEEP-Haridwar||AIX-DABG,18-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SjhAgNI26GN4c%2FQILPqQiHg%3D%3D
218,[MASS FLOW CONTROLLER],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||346 - Factory Main Stores,15-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2BrByX5DQNKhE4cuGCbK8pQ%3D%3D
219,[Supply of PAS System for VB_4Sets],Bharat Heavy Electricals Limited||EDN - Bangalore,16-Sep-2025 05:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SwTNmZGQVem%2Ft6S23ZY17lw%3D%3D
220,[SPUN COVER TO DRG 34772350000 REV 05 ITEM 01 AND TO ST 626466 DIA 565 PAINT SHADE RAL 7032],"Bharat Heavy Electricals Limited||TP-Jhansi||TRANSFORMER,WEX -  MOD.||Transformer Material Management||25 - Rubber - Plastic  Based Components.",16-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sc%2FicUeJxO4vLW5%2BFj95I7w%3D%3D
221,[NINTEDANIB 100MG TAB],Bharat Heavy Electricals Limited||HEP - Bhopal||Medical||795 - Medical,18-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sf%2F4PsNGQcxU78iW0dEPTeg%3D%3D
222,[E5253069 BEARING],Bharat Heavy Electricals Limited||HEP - Bhopal||Electric Machines||353 - Material MGT - Elect.Machines,15-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SLey27g0mPfbkex0cMgEFoQ%3D%3D
223,[Supply of Al tubes for 2x800 MW DVC Koderma TPS Phase-II	],Bharat Heavy Electricals Limited||TBG NOIDA||TBG - Material Management,19-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S4LFlaORny3l7Z0OOZiA6yw%3D%3D
224,[THYROXINE 25MCG TABLETS],Bharat Heavy Electricals Limited||HEP - Bhopal||Medical||795 - Medical,18-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sc8dnNT5ewS8kRPVxE43Cqw%3D%3D
225,[SUPPLY OF INSERT AND PLUG],Bharat Heavy Electricals Limited||HPEP - Hyderabad,11-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SdayK94XVrDVGP92PQZTqCQ%3D%3D
226,[Rate contract for supply of Coniferous timber packing cases small plain and large plain],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||342 - Ancilliary and Subcontracting,15-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SETp1vGPqzXaNtgzR%2FxTnDg%3D%3D
227,[SUPPLY OF HOSE FLEXIBLE METAL 6 INCH CL300 SS],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SV01JttsDsM%2FvFnBkaT4bJg%3D%3D
228,[E4653069R FOR RC CURRENT TRANSFORMER (2 TYPES)],Bharat Heavy Electricals Limited||HEP - Bhopal||Switchgear Controlgear Rectifier||357 - Material MGT - Swgr. Contgr. and Rectr.,16-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SYPwWTOEYbKTXvRGu7Y4RaA%3D%3D
229,[SAME001640],Bharat Heavy Electricals Limited||EDN - Bangalore||SAAS,12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Swxy45VW7ZmbWIRRXnAy82Q%3D%3D
230,[SAME001641],Bharat Heavy Electricals Limited||EDN - Bangalore||SAAS,12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SheNAc%2FtvqRYiaYJFtmkR%2BA%3D%3D
231,[RATE CONTRACT FOR 2 YEARS FOR THE SUPPLY OF JOURNAL PRESSURE SPRINGS],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SluQeiWU%2Fr3WLCpIRpRACXA%3D%3D
232,[SAME001642],Bharat Heavy Electricals Limited||EDN - Bangalore||SAAS,12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SbtvIvh7%2FMZrpKIsJ%2FMRhkA%3D%3D
233,[E-RC-304-25-0154-61-1],Bharat Heavy Electricals Limited||HERP - Varanasi||Purchase,15-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S7YCiJd84EeaG3JexagnYyA%3D%3D
234,[Clamping Fixtures for Compressor Test Facility],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S4HyFY8idnnlWJBnmBpcqJw%3D%3D
235,"[TB screw connection 1.5 - 10 sqmm, BLACK]",Bharat Heavy Electricals Limited||EDN - Bangalore||CEMM,10-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SmyD84%2Bk2F3wKsWSzQ50EPw%3D%3D
236,"[Two Year Framework Agreement with Studios for Photography, Videography, Live Streaming and allied services required by BHEL in Delhi NCR]",Bharat Heavy Electricals Limited||Corporate Office - New Delhi,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SwpTGb9VAprx1pXoowiyGNA%3D%3D
237,[RATE CONTRACT FOR PROCUREMENT OF FRP ROD],Bharat Heavy Electricals Limited||EPD - Bangalore||MM,16-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SVBEs0SR8S8pN4onJXsMtUA%3D%3D
238,[FLOW SWITCH AS PER THE DRAWING NO 34661950080 REV02],"Bharat Heavy Electricals Limited||TP-Jhansi||TRANSFORMER,WEX -  MOD.||Transformer Material Management||25 - Rubber - Plastic  Based Components.",16-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SsP7vrHGMQ38Z9m8QVscQmA%3D%3D
